hotel_id,stars
fS0P_JtKj4ApNBtCrj-V3w,2.5
c6Q_ZV2ycpb9_RovxhFcFg,1.5
tph8G2s3WXMXMt0E2KN15w,3.5
RhcYsu8Mo1qx2nZ4jAtCXw,3.5
6Z_y4jjQJKr61BVcgdZF4A,4.5
fLEAWeqNt_dcpbgPNCiV9w,5.0
--o5BoU7qYMALeVDK6mwVg,3.5
cD6uaw9T77z3e--BBAcU9w,4.5
NLx-jmZOSxOB9oZ3shLVlw,4.5
18kH-sODnaQFIBrBCOqWmw,5.0
2qw3XYmMXX4qDHNrznts3A,3.0
dP11i97puQcbVS0bomVnxA,3.0
pirt56rq1DAB3JUJTev5Mw,4.0
VxhP5fA7QT17BCaGfrQsVw,4.0
e8NMtcaYYFWuCoJHwhpUJw,5.0
dmBP-m0PQyidYtXx2SKtoQ,3.5
3NDfpZsvvM_kHaCECzpYjg,3.0
rasnW2YMqqKVVbXd2f7sCw,4.0
8gvSQpenA5X6ytWx5cnRTg,3.5
nMf25S8gDqqeyXuW3uU_kQ,2.5
Eg8cfeaUFNYojO8KPqBqDA,2.0
VYRnGyOuZ74QN46WsOLXtw,3.5
juvVoYwfZblTs0An99DQbQ,5.0
xG6j99XYUtppIgCNVA8DPg,4.5
LmyxQC1Ji3WPZHqfvvQv-A,1.0
p2jVil4w4-IlF-arx6EjTg,3.5
6c3FLq3L96WlUFFT1hP6xg,2.5
BWP6su_9AWDvWwNg02Whmg,3.5
rGHdTOpVI7ednxEZr_iqZQ,2.5
3ojAQtZorsa1t7v3PZSpmw,4.0
nJSLInDnyXQ16WQ3F1Ynqw,3.5
IsIjhLagHiEna5rZ_GflCg,5.0
4fMRf_Eip3KPz7o5Q8nkhg,5.0
ioAfc-ItyXYdMG8vwHYQvw,4.5
SV4pr2KLa17Z8tbSC-3nDw,5.0
vh70OTxUGe1CblLmeM-CzA,2.5
tSBTbvDMZ421vZiUpt9MaQ,3.5
T0V6pK7kJWTrTiB788ED6g,3.5
y-AAg4htBDPMMh8nV5oeEA,2.0
8pD9ocUyirxf9MbOWT5cEg,3.0
UBazjRaSAMnV4l4E5UJ10w,5.0
Y4cb3qty52LRcXBaZG9v8A,3.5
nSzUXVXMtGFyiSr5s0gDvw,3.0
MCG0-o6mzLCLvwayhSwQLw,3.0
N3OZKLTUd2omXqhek8V2gg,3.5
Sa1H5Gr6jg-NdpUn1vm03g,1.5
EzVynXDiDW4mhd64ssiIig,4.5
4aJAI8jFCOibWsedgHXqZQ,1.5
leMBinaixyWLzBS44CEYhQ,4.5
1kVXDEiJfjRNMO0abOWF4Q,3.0
45SK-h0XA5ygJucqa03FPQ,3.5
k0hubMR5shuk4OP3FhySSA,4.0
BGD4nDDqcubqM7WoC5vXeg,5.0
xZ9KcnL7GlSSGcIXEyiCRw,5.0
6BwuiWj_Jd4spSg7Dms15w,3.0
jXTOkv0P1W63pofGENBQJA,4.0
Zs6jnZsKj5Na7zMhhm97Ig,5.0
BiGJEC4WxcoW578wi1UBMw,5.0
L_sWN9O_cD0VDiNvEpO7og,3.5
yorWzDkby4G-zFNU6cLSag,5.0
UjgAtxYzYFwRkQ4MToW0_Q,3.5
nDRSgG0kGS05KCHdvuSXgQ,5.0
yT9kKGqkbLE66gHPDHDAfQ,5.0
5cBfP-UJpyQ3QcX_l5g19g,3.5
PYuHq2YtFuUj2q2ua08M4g,1.0
7kVFRn-mYM36OBOrD_vyNw,4.0
baHODegiYRoWkX2a3QyAmA,3.5
i4ZLquZaqB7dCu4P6gHGDQ,3.0
pU32npTXEJjdOHf84MSiNQ,5.0
hPyawM5RbKbDVW7Qyc59Mg,4.5
cSbCwwITf-PMYmAkbsHOIA,3.5
EOHjpO4XFAhhSgJUECEJ5Q,1.5
6skW7bdvCNPOscfGxU1zYw,3.5
iR6bQpJVW5MHb38jigubOA,5.0
xbCLTxUYvm1ZMzBYtKEq4w,3.0
wg4kwnue5X831hkvJgrJqw,4.5
dgMxiPFkqBnDQly9Ox183w,4.0
VkC6GKsyrirYtEFlbFPJDQ,2.0
a-QD2sL6KEKr2BKxSGaKMw,3.0
4W61IPXhclv88D17dYpRaA,3.5
jIyD5h_zVynrFx-yAko7Mg,2.5
af6dI0REd-pB-m5Nxmkp0w,3.5
z8PVT4jvn-Boc4CavDH1ww,1.5
ElqiECV-w1e0YHSI5YC7bg,2.5
i-Akxj5CNjHSmrtf-mV4aQ,3.5
lMd-qbF2IW1z98m7Imprbw,4.0
BDLTbIrNqS8SlE94c8FZ-g,2.5
c3C31rxMD-UO48oRLrXPSA,2.5
vPxMZz2mkkmiN9ojumy1Zw,4.0
w8EtrFyt-GJq6tRXcArmng,4.0
jWOu9UJKFHZwe5rvIdwfvQ,5.0
2vivKA4nmbAZhr8r_lQpxQ,4.5
mIVUcr2Tv2DeE7eX2xrGZQ,3.5
y24DPIFFzX2Jn3_mLRcKbw,4.0
FmmCFyM2e8tOn6drBWzyuQ,3.0
WJZQgKGXbJWmDQb1Q0oqmw,3.5
egTpehc2hERy_OcgJe41sw,5.0
dZ-Ork0Q4BAGlBzZJ6a9Kg,2.5
FyRpQ55xpbA-deo1I6X7pQ,4.5
bHK9WWpqO8kEvWcp025gMA,4.5
SPv_d1r9ZVMniDD8CuBhoQ,5.0
bnra7cBj37xFT3-k23fCyA,5.0
HM3At9nxOsdLa9IXNcdAPQ,2.5
byN9qRmL5YhKzYQtAFDulw,5.0
rR1_hbrDDr5bhInn0GkvCg,4.5
zfWfIo6Nzl5RsFpjAoN-cQ,3.0
3SBDkDhHzJH8m9s0kMwyfQ,2.0
bUbKPCN1RQcykWHj6jZCig,3.0
6t-Pw9aVQMLTkpsCcgaMaA,4.0
cECBrphOJgoB_u_DZQ0G7A,1.0
UkocLwA8OtjQl79vES-aRQ,4.0
4YpyWflfOpMsMxXdSwOq8Q,3.5
kJTOMMwxhV4Hgdu9pc5liA,1.0
KkrFNvjF4ZiLfCHyOeIejA,3.5
TiPk-P69U5_E-6xQiEdGwQ,5.0
XOZCY4e2SB1EhUnGAwfC_g,2.0
yieQkP-36akjgZyrlkLDgA,4.5
ZWv5QfkPwQGtVcxkmSA5zA,3.0
I8HWdCccMQFmM61Mvo6WHA,5.0
6TnRokXvED8LkzRK4X1Rsw,5.0
-WDTR5MkTxCzyo2r4nRqTA,5.0
xAssdqwdaTmaQk0FldM5hQ,1.0
KvrH8Ivwmqb2bzOnCoTXNQ,5.0
pR9HHzbUdZ0Gt80_3NmmQw,5.0
R2--VRwIh_tWgRktdZAGsQ,5.0
GJM4XLPnoRNLV_5FwmRUsA,5.0
fIJ0p_uzlkOkulphJM7NGQ,4.5
saBqcMBywRCMmA8WrJjFYw,5.0
0bLV0haONwFIGHyuyd209w,2.5
4eZ-MZPR2jnDeldsk8Eifg,5.0
QRBc6iaY3wNUd4R1WQMqew,5.0
JqNNBz-XWx6DVh26e5fdPA,5.0
Dwbjw0039_7fBsNZ9CXF4Q,3.0
kFCi8RAzDwVBlwlF5E3z6Q,2.0
V9yHPc41-ecCDSbKrDv9rg,4.5
BP-yLOj2tCCL_yhWQ53bbw,5.0
54d9dOMMRenDZ475x0sN3g,3.0
BHQ7dytOpkX6lakrVdKiqA,3.0
au_3b-KVL-E2nxXEj86N2w,1.5
KVK8IgJXSI5-qHksI7LELw,4.5
dBxWXdJSz8-VDrtUyEPfJw,3.5
mAWYZLtAI_i2179tljVEYQ,5.0
39kvczzSB18xYCHSQ1ZdzQ,5.0
Hdxwj3ePS_EgnMfpAvgWAA,3.0
d8Et8-4wNYWN8DQo2w2V2A,2.0
2mBYJY49vp-ICLptl-cktg,4.5
XxvYzyNvcMKo7aVEUI0fBg,5.0
QLMhihlvwpvb08fJaeE6ZQ,3.5
mTcvKP5vczqkXB-vUXUq3w,3.5
3uK2XxMtgrhHJylJgAPXtQ,2.0
Vz9a92nfecl5NmeMdrd7qQ,3.5
zLTacjiwYO-_ivAWkpjcIQ,5.0
7CVoVNkEAremQ7JTjx_02A,3.5
HOxFZFlHMHkLuRz21h_5bw,3.5
hCWX7t0vVzZzurvQnO69dw,3.0
b2T8MEmhWPfPJHcOHOCbqw,5.0
lf8Bp8hBmZdAVyIfRmPltg,5.0
-UK943ZzWTP63hRRgSrhWQ,3.0
0afogNfqL72ClzT3Rkmjyg,4.0
m-bAmEedHbbNT2Z3yFtgfQ,5.0
wAJlRodGT1PFOIUDAd9OtA,5.0
tD_47jU7iyHVFhUgQz-r4g,3.5
P7oXSaaFraMfrSa1dabj5A,5.0
mNbnjVdG_Ip_UR43E07fGQ,4.0
2oUSOejHypMFcbOkZUMS7A,5.0
Zxa0TY3FqYoNZeDQ4SoKlg,4.0
F2QFEJPScUKRM2djBQm4CA,4.0
y4TNQjb_l4IKQSF576LZKA,3.0
wBoyf4Rd5l6kEsSNgeqO2A,4.0
93dkMGSEW8U2mjxMvYl2Bw,4.0
4o0uJ9iuh2D3qiw07rowOg,3.0
bCUtviPBUJORqBrfn7X-rA,4.0
k7WOXvYfJeZKxxdYY2K-rA,5.0
UosJJrmeJCEkxKQ3Yt_P0w,5.0
CGsfKmTD_MK8tw1RdWnOmQ,1.5
RRRcnmdsxZrhAYwr9B0ZvQ,4.5
3J8auvo2cnrFwnyOU4pZbA,2.0
9Bnw4OkR3-LywQDO-qs7ig,2.5
rjUuCbH7q-bSw5iWMwMHhQ,3.5
n9N4VwCLkGLjSphNJLBjBA,4.0
X_bd-v6MyQ9UYZfh6oxVbA,2.5
A3QS8dDcuWaNaTfTFCBNOw,3.5
WX7vrF7Iq6MaMtRdSCrt7w,4.5
KNvqTNhpCq7Sshqzykx9QQ,4.0
h6QDKfzOcjLAw08AzRWvEw,4.5
6zjvip6jEFKK5EP6lb3YDA,5.0
0vRF1DdLskLUkk85dVQmfg,4.0
PqdmH8amagBvBKUF1SC2JA,5.0
CDfoWn-kY7Egl3godX2lzA,4.0
CJIAQmDY-5L4dktqnu4TzA,2.0
SoA2Q5FC_Cwreb6Y36Xwdg,5.0
JauZ-sPH9aZtK_U44lkJIg,1.0
Y1LP_qExg_4FK1RtSm_aIw,4.5
TqNVJq7VbZ2JxRl5W7miug,5.0
l98zlq5UOgc_JaV621P3Xw,3.5
qFua4bDMU5eJizd8Pbrbog,1.0
dZbNHpA9jMUxu4vJzCvBNA,5.0
dJp6YuFJRCVHtM7SuY_mMA,3.5
r5ToYyXYqpG25n1HwYQjgw,5.0
cPKKBsDIxn_0i9PxxajJNQ,4.0
H6ojJjHSxNIhuLhHnAoKYQ,2.0
2WO7SRsPM7-5sHn8qd1kvg,5.0
slTQ6iUD_Wg4piK0R8m4kw,3.0
SXGQMG-a5JiVrGFkFAxLLQ,2.5
C21sygfGD72vQh9ngYlMCQ,3.0
ujCALf4L9iIUpcwTs8j4Kw,2.0
7SfYVAYL0yaPi600NRD6lg,5.0
OdbVNEHkzdxbhKE_f0tXPg,3.5
0CBcDXAf04jeGyK16AoV0g,4.0
9JieM-5D_UwG-mt4b8gfow,5.0
Ry0Sa_sMYdGehltrv7Cx0Q,2.5
i0fQvs4HxUNkdP3-iivM0g,4.0
agrbtuIv3ZfHWlAqRDsqdw,4.0
l2FDSzWlucjfpDvHlBllDg,5.0
9GQgjFahIzjOLR46bb0nUQ,2.0
7fCwv-_i8lSOunrANllmPg,4.0
Y41j6G0liC4JS3Fzpu364w,4.0
GJFuEi2QIH5xiZqG_dzQpA,5.0
CqKehG-XWOY5ZWN2CtozKg,2.5
muIF3CA4IkGsj_SuIO--KQ,2.0
F4dGsTsZOJQ7566DfhFZFQ,3.5
Y56ue59UqCtwrlZfWyG1Vg,3.0
LngJch6q7zdrHcaPAtDB_w,5.0
0PscU5MdM6kZkd3KQ-3HmQ,1.0
Q6CSd4S6QcSKouf18-i1pQ,4.0
fBoLbwclx5g0Qs3L8v4bvw,5.0
7Lu3MTOWoKbmywd-WvQRog,4.5
9A26tC2fU49rYPf1n6tWkg,2.0
KWM3i8hJ1W3dHGk_FmdsQw,5.0
21MpDEpg0he5c594sDTPtA,4.5
ZzPrsnzAJn6YgSuKicHoPQ,3.0
ZXPsr-t7OD73f6qm42PFxw,3.0
pY3eeeZezb9cgCK2B8Q0mQ,3.0
gtXPITDgFJDdykuTFUukPw,2.5
PWYs061rzGJ_Jaw9ot40ow,2.5
9tds99vDJ5OaU940HperBw,5.0
_CjI0sNdXxrLN7ZgqfwSoA,5.0
ISuKR-UtTKgs3_4Qr3myMg,2.5
GVVWsSOxFyfNGT_hF1xqmw,3.5
HNH-ZKmrrgcwFmLowmbU0A,4.0
P2hObHW73U3GhgQam4WXHw,3.5
uRR5tyOBrwyb_Q3L8llE3Q,4.0
brd8GD-8cSIf-TTRtLRPAg,4.0
TFtObYQyEnZ0kpPWOn7YDw,4.5
QifR1l6YybYpC9djGVCAdw,2.0
Fjqufc28BsV5w80Zkuy8KQ,5.0
PYgKtZ0LbZWEgHQQ-Qaxwg,3.5
ISgz06PGAykC4N-tWXxt8w,3.5
a1le4smauA6FRTy_W5U_aA,4.0
vD7fcCiBZctNVgFWrgtoQQ,3.5
7i2dlflKWhVzKUrEYt_kYQ,5.0
zZ628s332l1dlTAcTfNBWA,4.0
cMuurDwIaHfRWAwaNqVbZA,5.0
Re44PhIfBvskpNJ-bSbFTw,4.0
aPM-BEJPZvqzxlrIB4X5sA,4.0
72nbICddwfpVmObZWt_eMQ,2.5
QKmTxRD9hIlLRaIzWtzFpA,5.0
v2Xm4aDkVO40Pd3nNkrNQg,3.0
oQ3ei5gfvIVW34XYG5Ki2w,2.0
PwP-eu0cEaPioyRxHbd6Qw,3.0
vVT7reD5VlaSSP4JhW42jQ,2.0
mhsDCIypSGygnV6egKSjhQ,4.5
pMGc9z3DO8zTNWvv1o5Udg,4.0
K29aroxHpB-WO8cUe8DUfg,5.0
gdv4FknNeJGCZVwkzs1yDw,5.0
c8FRl0qURYNb8Ec0dOj9Qg,5.0
NYpnwc4yt44SkcBb9dlhtA,3.5
v3tBN6s8BhotnjA7GncQnQ,3.5
l5gKE1eFEwdn9tczejZqIw,3.5
x7nyVBlquJlXYY1q5uWqsw,5.0
W-D1Ic8LhlYozwwtjsiOzQ,5.0
0XjJOqlzHL82tIkG3M3-rw,2.5
GNM90_EDVP4jnhDM9NPQzQ,5.0
4dI9ltNtVyiV1SlEvtv5LQ,5.0
8eeRctF8Tvv9TBTz7n4hGQ,3.0
W0XFaax3SeASub_exQVG1w,5.0
LrBCULmDal38G7-UdGM7zA,1.5
mlKbgCaIw4Nspdd8oPdCtg,3.5
2m3tdWRTkV_i3PZdYhaa0A,5.0
wyLk6MjpypYbb3k4Lfsl4Q,5.0
CWy55lv2VVQo1jokYfnKtQ,2.5
MiU_93ROghFyy6CS1Za4Dg,5.0
H93Kc9zIOGPbQ2Yos0laTw,4.0
9MOnaiFbZn0UDHRhVf5qzw,5.0
GdtufwkV4ctdhPsmb3ZCLA,4.5
j5TMmDVFNkoq629hS_78Gw,1.5
HznXQSAdlwuJGxQUHHuz2w,1.0
PtA6XkgmJs8_osmH6x2IAA,3.5
7NDfILBVW8lWYW8QjnOIIw,3.0
9hd5YXcCFcH6gWQ-8RzHkA,2.5
S4MRcfcWrXXH_UwCaKEhww,2.0
ZjhR6uizNr9jx4eCIkFmiQ,3.0
P2h5PsbCO6GXCbbXF8Z8IA,3.0
vMt33XElVfSFDB3yMY8-0Q,3.0
DPVKotGYF7bCbc88hNZTww,3.5
VgkesWJsfDHGXsQzOweCPA,4.5
nH6T-dU3ECS0gbop5Bi73g,3.5
9P3aoMwquKCelPMSoYOVQQ,3.5
koZXBo4RvPuGlGbBZs27Eg,2.0
cABiphppp31mdH0ByLL0Nw,3.5
Md708BYKtvTdF-bXqX0EuQ,3.5
cl772Wn_t64LHNhjmcdP9A,4.0
0ccI-aZfoqD4PteESpfShg,4.5
U4xE_BWrsrfDSDh838B3YA,3.5
wgN6K4bQh1c_TNDkJ4BbcA,3.5
WXtyR7hpiV7tGMd4yZzZ1A,1.5
k3cEnxJDmOKEUkdga-e6Nw,3.5
OYgCzDDNpgfCs0tNxIzesA,4.0
atjtuvR00Gkhi11BgrVs1Q,2.5
SjtH-lUUaT3bYI7H9s76Qw,4.0
HxHzNAjbuY8s2DYhZTS3YQ,3.0
ULE_7jvK4GgM7C0KlFi7lg,5.0
HML-9rdVtfAkVsAVwfcQkg,3.5
XFsGWzlpwKTHvgToQxFgoA,5.0
JPMds9g02x_lJTS91VeoEg,3.5
uyyq0x5q7xCTi1z-tIVuIw,5.0
5k9NHTZE12wJN8BXDNOylA,3.0
jx7ASXRoHCTDpk8XjEMHxQ,3.5
BQjereFoM6AXFR66Ydgp7Q,4.0
LqwetQnLsQiqPMc61AlnSQ,3.0
ZvnIix3ft9QlONTof7JkxA,1.0
RgfQaNevTozXJoXKDgPHzQ,2.5
SazyLUz0gSvcFwVUDYwC0A,5.0
tyKW94szLfysxvgjzgCCTw,4.5
WlBpQtcxlnS69IISdK-cig,3.5
FJD0fCRufMkSECxFqiznyA,4.0
nemMe-hfDQz5FJYCfbolNA,2.0
8K7OszlO4f6DJWY0L3M1wA,3.5
yCMHm5WaqxczhRHe_wbXXA,4.0
Z4MZmRE2hhvcyzvsXyRvhw,5.0
GIAun053ts4IAhieOXRABg,3.5
CHPejaXetPgA2PaAJStxHQ,4.0
lZsEr56UOesEWpGeZikLIw,3.0
GvGpcfD5UMelsvHtukUHeQ,3.0
z8COqmp5DUZWazxgK0LDIg,4.5
sO1-aKeWZb44Rbdu4GVMCQ,4.5
HH26SnOm2Ab7UfkNhQU66A,2.0
xc-SDy5jXN6SFhGlMNOMJw,4.5
Bc4SPXXcONlVwPTxJ_xTpg,1.0
PXPlYx2FQdaZ_qtzeognnA,4.0
705rDZPgXALITUJkmhO1jg,3.5
2VLvKcrOzuLkWW4G-wVgzA,3.0
hyYg9nboGX_02dglX7I6DQ,4.0
OrQ7D_g-BtpNbYy9yxQSiQ,2.5
MUEjEJ2JoJeWDQVqfPnsAw,4.5
oNT0iznJP76kCPRSovuLkA,5.0
maazOdQ1gdMSD57-LJh79Q,1.0
0Ix2XG2V1YH8_5sHCnzKgg,1.0
yeIwUuoEuXuL5xUvD8V5Fw,4.5
QKDCQHkEt6jw_a5s9H-F-w,5.0
4qCzryr-lKCxI4GKZcuNDQ,3.5
zqDq5xkDXtogaddCeDCWkQ,4.5
_zrquX9OooU6OmYH0rr07w,1.5
XBr8yI_5DzcyhKHmMM0Clg,1.0
ab4hyIq2cBYT5sjW4SpxQA,5.0
TM9Zj6SfN9FigRIrmtdETA,3.5
wQiepWc4ua2N2Nm9WW-bng,3.5
1-7_qijotsTGyHh2XyejuA,2.5
SG_Os2wjMStgPm2cnN1RuA,5.0
xIhvXZPel8MZ4NFzoqGYxg,4.0
4gLrZ_XvFwypEb-BckjoFw,2.0
UwzVqH-Vih6btn50eGaeyg,5.0
MncVNkX2bwS5_IqAJ3S_qA,3.0
wiNTbQK4bri-oI9O1O-r-g,4.0
0DIStr4Nso7zYSvuY4f4cw,4.0
x5kF0ZGmJkRbsaimavNJrw,3.5
-Lw3SAntwmG47xRoufGzfw,5.0
Xs7lDWX7_1S91rAlKrkWXw,5.0
S0eQtuxXocdmKi38-i0V5Q,3.5
Z86wGjOFAViB5zc4lX-Ggw,3.5
gGqppHYDpINGjRb8ru-dsA,2.0
sLSET0u1dEPLobbwwnXkqA,1.0
ia51maei2d-1GgQvD9Jnpg,2.5
hI4sWP3Hb89_1eQjILq_Vg,4.0
osUkmkJxdbOppiw3trv2mA,2.5
YZHOLWQ36dbDwI78pRmaTw,3.5
MPjwZL8DHKCEbFw8LYiAIA,3.0
WyGcC1FooYFaJn_suf9cVQ,1.5
Pb--hnqqksCHP7UIU_a3zg,5.0
HqCQSjuSZOVTpXanbZlwEw,5.0
TGHA6zoJ_kSAO2cMO0uqRw,4.5
FIiArCxYXIhKbFvFRP5mvQ,5.0
1u0m5sQlAeDSKXvzuQVcNg,3.0
fxKG3o3-aF9F6RIgSZejgg,3.0
cXShYPP3uaGoEeJbJDwLOA,5.0
yex6vCCeLKsnWiNW5aGrLA,4.5
zuF5ukmNEW3wUtkispCikA,3.5
YZI-968AR_ZyNdlLJ_f-jg,3.0
9H4Q7_Fr4qtKfTcmJZmfBA,3.5
mOVDADeB1wAs5YlHRn86Vw,5.0
D094foijtm-Bu1ydD6imxw,2.5
CRzgD27Px4q5VnuHTi7vRg,4.0
HpFgV4DPV419dJYSpJOhvQ,2.5
Vp8rnPx-hUnu8rDsmbAn4w,5.0
u7-5Rtu_bl0Yw0bKihEyLw,1.5
k2E072cemFDOXSgNyWbqdw,5.0
53Q2c9qMLEjD9r1wMn6Q8g,3.5
sxIamCTWUY2NEG8fRmT_Dg,4.0
MiWZxRbTp_1B3EILbtmFqQ,3.5
I0J_1UGs2pAp4G11tP4ejw,1.5
krKKaM6vF_NSCeKEJwcyUA,1.5
uQJxO7sajeFqmNtW9z1bjg,1.5
5gZmhG2gV7QNKmt70MEEAw,1.5
jrpqddzMsp6_2mkwpr6X8Q,4.0
IR0SX3H8bCVkTRAq0lVndA,4.5
kLLXNfzelX1FO-8zv-M1-A,4.0
3gmXt0nL1HuT-b7PakyHCA,4.5
QRrFRpIsQQ3Eu8XHXApkJA,2.5
voDG81cH8S3c8-_8tf5qjQ,2.5
nqj2LI20m-2lrpTfYbXFCQ,1.0
qNcq6m92esyg1I6Wbych8A,2.0
9fcMM5UUJkmHjldVPslXUw,3.5
HRkmp1E3XC3J0rKfOG_LGg,2.5
tb3xLVLoOejw6IMpviW6og,4.5
lmZ9Y2t288yLeHd9rCgN3A,2.0
7Dk6AeVwPGLNDTHpa8TxuA,4.0
SVYcZ8PpxvNYirHmFa6gWg,5.0
HU2OYDMbSRCBQeNK7-DoTQ,5.0
U3op-dFRxAe35tP5q_9niw,3.0
gNarmA5DHMPmlXI5xKNpkA,3.5
eqmJtbc9DXpfU9pi2jd3xg,5.0
PI7pAjI2_ubKGkmIpiBzJg,5.0
7MnIr2p5i985dAERxJ0Hgw,3.5
jx7YG7xOPmKVZo1ezavzIg,4.5
-hjzsYoPYL6_HD1uuh2laA,2.5
0J56cnMGPlWOEXXrhlY6UA,2.5
2MxoDbw9-RtTBlQkFXAHmw,4.0
gvvFsIFVGuDEfSIkt0WZug,4.0
xqTLe5cTwXkDMa9oI2qZhA,3.0
UxLuIu_gNNN5CFaurg_ieQ,5.0
t1TV93BhxXgD4xPdwG6JqQ,2.5
9d8XZ_H4XAQ5lrzLYk1PWw,2.5
66O6Ect39FIhwWA08rfAdg,5.0
9ssHk2047Pt0WBOtSs3FUw,5.0
QuMO3KlFkIO-N6Or8RlJ7w,2.5
srQM811bJCkN_YCP-8vSLg,5.0
84PadrXDFRwG02pYDRL6Qg,3.0
GofeUkCl94KSq6dqBtenxQ,3.0
iAcN7h7ox5cfBnesXFch4w,2.0
_vgvvY5DNZIR8QmlNmJHkg,5.0
XXXb0ANM2vU37VnAAZvlVQ,3.0
cNmfEPXPngVqkZLT6D1rGQ,2.5
Rq8-SmnXZ1mbSpgrbJYByw,5.0
6YuXle0CepvHUlpa5uEeAg,1.0
QYPqficQN7QrHH9RSZZxjg,2.5
4n_blZsDxe_umq8hBiYl6Q,1.0
2k7HL2oAGr__WRJLhIoWwQ,4.5
lHIm23T2nkmctKPL7lWdKg,3.0
k-4Uz1T1JYk_uahmG9nqVQ,4.5
jKeyq2IjRw1EeqWRetYRiw,4.0
yz19sB_DMgKEihbPshwZ6g,5.0
CUdtucOeeI7Mjdltz-1tUw,1.5
1ZF7dkRC6qwDTbAk_QCDfw,4.5
3yELNpIRqFHA1kAbXdvgyA,3.5
NqYbcKMSe_WmEoj07Ke4zA,5.0
muswJ1rvLErdXvFc4HYRqQ,4.5
-R1fCAe1fSuhJBA390VHAw,4.5
e3Vih-pTlYG4m9Dn-s2iNA,5.0
_XM07jbQGliVPwnAfyyGUA,3.0
mP-fDa7plDzBPmzPz6ffzA,3.0
tCrMPN6vNg3TKkp-J2dLkQ,3.5
3GBFuptUdUNZT3dncBjReQ,3.5
P1TqOizTVhiWHTRwcRRXaA,4.0
_rn2RhjSA0025GvyhDKLfQ,2.0
4IO9anlf46sejlK3FIPGqw,1.0
JUaKhCjDN5YEGG9NDErSEA,3.5
22w9G9E9L_5afa4zP3NITA,4.0
jaVfCA2lp3Jmf5dlIRCBnA,3.0
LD0oiOqJ8PaG-EJVmig8VA,4.0
KZeTY0ZZQ3k6_vFNcDunmg,5.0
cf09pm3jCGSsz3ofrnJ_zQ,2.0
3Eo-Sadwm7RgLAIjhDYtpQ,2.5
_MWOK2gOZcBzOD_5BVr8YA,4.0
PHIZpvHaecj3hWPbwqr3mQ,4.5
1hY4cqeGMl4TVRHkVQf3Ew,3.5
9s-R_93Ux1h4zwsBi5xz2Q,2.0
_9W2ps6b6_QoydVqc9r42Q,1.0
8aYtKPYkv9EZa1aCBYQkcg,3.0
WSAAga7-9CTKKce04Yp3Eg,5.0
EwA_l_OwTiUar6YbQ7cvdw,3.0
sUWlRbF585CFslxpjvgkKQ,5.0
BBI3TD5mRtue495CurGGoA,2.0
c4H9erBCPhTVcDk6nnCQ_g,3.5
JcKtixWaFVOVR690WUiC-A,5.0
Gv8u5bX_Kd7HG7jkeF_vWA,3.0
nyfqlWQNJ5TPN6yAoMoXSQ,2.0
p4t_COtriqckF35I52958g,4.5
G9QgUR1BeiVrppjsHzX7iA,3.5
AK7b8mrhYNso6TWIHHRDjA,5.0
QS-8Jo9pvtLGGofEseX1Cg,5.0
uET6qSWTDzoCfeHEBbGeZQ,5.0
s6xvnlGESfe7TCNlNM7UXQ,2.5
7I44T3D1T___3N44RtlMLQ,3.0
e9rS2N62lvRHql6_BDKLJQ,2.5
pQRIzSPtRPGh-o5PUTxLdg,3.5
EdIw9GR7EwHrgRXmfK7-Uw,1.0
CFMvxdo0wXv52B9BmT6C5Q,5.0
cM2fhJhL6CU-AaZiqAAfzQ,1.0
IYOO-9F46T_jKyPoIaa1Hg,5.0
Kx7b4Xoc2Tx-hQH1jFUFXA,3.0
5ukZtIcs0XH9x9_JNIukjg,1.0
RiiZwd53_TtdS9wE0vz7KA,3.5
-o8NmDhLfUeBNCABxf6rQQ,5.0
oFDjqKq3B9dToU2BX1HVIg,4.5
og0vJYKn30BcfDQqeKBSQQ,2.5
8_G7vJ_gaUOoVcd2jw3daA,4.0
a5hMHT_RgiV83Nvx6mp3QA,5.0
RVpHvVJsTEkC5FjLIlUgeA,4.5
moClQiccBsNX4rQziKLzzQ,1.0
CqdLEbipXGkZJT0BwfxZQA,3.0
YEPMbsrZrp_Y_d0zh1Roow,5.0
9VNLV8lN5JKcW_er623V7w,3.0
bSQnuiuU4iB5uemWJAaLCA,4.5
9CIZ7cj7UwMOkummZj8Ofg,4.0
b3nPCvHHG58VEHGXdxcj4Q,2.5
bhw8mEP1Pia8YgjZMYw3ZA,3.5
ClPj1lbt5R2g6lAA0BthPg,4.0
QmHi8Dw35PeawYcJ5TEaJQ,2.5
HEoNLzjhEphK-MUnAt0vCw,3.5
iyIuyNFjCGRGetQGKJ0Z2A,4.5
YT9b1MuoC-D0-wbv5muvuw,3.5
jmaz1VIqj2T5RywkKyCIGw,3.5
jRoxJOCdXZeWyhHoHMlotQ,4.5
DEy5VxULxL57zt8kf6nXcw,5.0
8t3grMiWlE0wRS6jY5I3JA,4.5
wQTcrtB4U_v6Vbfr8EMQog,5.0
DUKNx7Zz5wz8w7NJsoc_vQ,2.5
Fe-hzeNIoAmE1SYzljCW1A,3.5
2ElxTYrxOiAXWWysHfPTHA,5.0
Of3wxX_qfISGey1YpbWRBw,2.5
fAWsii1l5cL4mOaGQSXznQ,1.0
SqNqbrZrb8ESLwm9EsLE5Q,4.0
